claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
traj-google-snowflake,position,trajectory,google|snowflake,correlation of monthly log share paths,"Google and Snowflake moved together across 2023, with a monthly log-share correlation of 0.5455",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=google,company_b=snowflake",0.5455,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=google,company_b=snowflake&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=google,company_b=snowflake",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-databricks-snowflake,position,trajectory,databricks|snowflake,correlation of monthly log share paths,"Databricks and Snowflake moved together across 2023, with a monthly log-share correlation of -0.3161",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=databricks,company_b=snowflake",-0.3161,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=databricks,company_b=snowflake&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=databricks,company_b=snowflake",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-meta-snowflake,position,trajectory,meta|snowflake,correlation of monthly log share paths,"Meta and Snowflake moved together across 2023, with a monthly log-share correlation of -0.5925",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=meta,company_b=snowflake",-0.5925,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=meta,company_b=snowflake&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=meta,company_b=snowflake",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-microsoft-snowflake,position,trajectory,microsoft|snowflake,correlation of monthly log share paths,"Microsoft and Snowflake moved together across 2023, with a monthly log-share correlation of -0.3966",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=microsoft,company_b=snowflake",-0.3966,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=microsoft,company_b=snowflake&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=microsoft,company_b=snowflake",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-nvidia-snowflake,position,trajectory,nvidia|snowflake,correlation of monthly log share paths,"Nvidia and Snowflake moved together across 2023, with a monthly log-share correlation of -0.4785",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=nvidia,company_b=snowflake",-0.4785,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=nvidia,company_b=snowflake&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=nvidia,company_b=snowflake",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
salary-coverage-databricks,position,salary_coverage,databricks,share of postings disclosing an annual salary,Databricks discloses a salary in 11.18% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=databricks,11.18,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-coverage-google,position,salary_coverage,google,share of postings disclosing an annual salary,Google discloses a salary in 4.02% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=google,4.02,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-coverage-meta,position,salary_coverage,meta,share of postings disclosing an annual salary,Meta discloses a salary in 13.84% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=meta,13.84,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-coverage-microsoft,position,salary_coverage,microsoft,share of postings disclosing an annual salary,Microsoft discloses a salary in 2.60% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=microsoft,2.6,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-coverage-nvidia,position,salary_coverage,nvidia,share of postings disclosing an annual salary,Nvidia discloses a salary in 4.06% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=nvidia,4.06,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-coverage-snowflake,position,salary_coverage,snowflake,share of postings disclosing an annual salary,Snowflake discloses a salary in 4.57% of its 2023 postings,"a property of the publishers this company appears on, not of its pay policy",task-09-tables/salary-disclosure.csv#disclosed_pct@company=snowflake,4.57,09,structural:,structural,True,True,True,True,published,,structural -> published,hr_talent,do not read disclosure rate as pay transparency,a publisher-balanced panel showing the same rate,,
salary-google-databricks-analytics,position,salary_gap,google|databricks:Analytics,median disclosed annual salary difference within one publisher and one job function,"In Analytics roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan","disclosed salaries only, inside one publisher and one job function; disclosure is missing not at random","task-09-tables/salary-pairs-stratified.csv#median_diff@company_a=google,company_b=databricks,stratum=Analytics",,09,"feasible:task-09-tables/salary-pairs-stratified.csv#identified@company_a=google,company_b=databricks,stratum=Analytics",False,True,True,False,True,refused,identification,False -> refused,hr_talent,do not use for compensation benchmarking,the same sign on a publisher-balanced sample of disclosed salaries,,
salary-google-databricks-engineering,position,salary_gap,google|databricks:Engineering,median disclosed annual salary difference within one publisher and one job function,"In Engineering roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan","disclosed salaries only, inside one publisher and one job function; disclosure is missing not at random","task-09-tables/salary-pairs-stratified.csv#median_diff@company_a=google,company_b=databricks,stratum=Engineering",,09,"feasible:task-09-tables/salary-pairs-stratified.csv#identified@company_a=google,company_b=databricks,stratum=Engineering",False,True,True,False,True,refused,identification,False -> refused,hr_talent,do not use for compensation benchmarking,the same sign on a publisher-balanced sample of disclosed salaries,,
salary-google-databricks-other,position,salary_gap,google|databricks:Other,median disclosed annual salary difference within one publisher and one job function,"In Other roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan","disclosed salaries only, inside one publisher and one job function; disclosure is missing not at random","task-09-tables/salary-pairs-stratified.csv#median_diff@company_a=google,company_b=databricks,stratum=Other",,09,"feasible:task-09-tables/salary-pairs-stratified.csv#identified@company_a=google,company_b=databricks,stratum=Other",False,True,True,False,True,refused,identification,False -> refused,hr_talent,do not use for compensation benchmarking,the same sign on a publisher-balanced sample of disclosed salaries,,
salary-google-databricks-product-program,position,salary_gap,google|databricks:Product / Program,median disclosed annual salary difference within one publisher and one job function,"In Product / Program roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan","disclosed salaries only, inside one publisher and one job function; disclosure is missing not at random","task-09-tables/salary-pairs-stratified.csv#median_diff@company_a=google,company_b=databricks,stratum=Product / Program",,09,"feasible:task-09-tables/salary-pairs-stratified.csv#identified@company_a=google,company_b=databricks,stratum=Product / Program",False,True,True,False,True,refused,identification,False -> refused,hr_talent,do not use for compensation benchmarking,the same sign on a publisher-balanced sample of disclosed salaries,,
